scenario,probability,hub,week,demand
6,0.0625,1,9,12791
6,0.0625,1,10,12746
6,0.0625,1,11,12116
6,0.0625,1,12,12314
6,0.0625,1,13,11676
6,0.0625,1,14,12563
6,0.0625,1,15,11746
6,0.0625,1,16,10937
6,0.0625,1,17,10544
6,0.0625,1,18,11521
6,0.0625,1,19,11732
6,0.0625,1,20,11149
6,0.0625,1,21,11817
6,0.0625,1,22,12218
6,0.0625,1,23,12087
6,0.0625,1,24,12773
6,0.0625,1,25,11608
6,0.0625,1,26,11665
6,0.0625,1,27,11739
6,0.0625,1,28,11931
6,0.0625,1,29,12697
6,0.0625,1,30,11394
6,0.0625,1,31,10539
6,0.0625,1,32,12416
6,0.0625,1,33,11135
6,0.0625,1,34,12850
6,0.0625,1,35,12465
6,0.0625,1,36,11166
6,0.0625,1,37,10946
6,0.0625,1,38,11559
6,0.0625,1,39,14956
6,0.0625,1,40,13392
6,0.0625,1,41,13617
6,0.0625,1,42,15472
6,0.0625,1,43,14783
6,0.0625,1,44,14894
6,0.0625,1,45,14910
6,0.0625,1,46,14000
6,0.0625,1,47,15928
6,0.0625,1,48,13975
6,0.0625,1,49,13624
6,0.0625,1,50,14859
6,0.0625,1,51,15280
6,0.0625,2,0,33051
6,0.0625,2,1,34231
6,0.0625,2,2,35428
6,0.0625,2,3,35197
6,0.0625,2,4,34361
6,0.0625,2,5,33262
6,0.0625,2,6,33623
6,0.0625,2,7,34440
6,0.0625,2,8,34106
6,0.0625,2,9,33475
6,0.0625,2,10,39830
6,0.0625,2,11,34641
6,0.0625,2,12,35190
6,0.0625,2,13,30583
6,0.0625,2,14,33042
6,0.0625,2,15,32439
6,0.0625,2,16,33138
6,0.0625,2,17,35134
6,0.0625,2,18,34620
6,0.0625,2,19,33470
6,0.0625,2,20,36335
6,0.0625,2,21,36186
6,0.0625,2,22,34256
6,0.0625,2,23,30940
6,0.0625,2,24,35403
6,0.0625,2,25,33468
6,0.0625,2,26,31090
6,0.0625,2,27,30421
6,0.0625,2,28,33771
6,0.0625,2,29,32209
6,0.0625,2,30,33179
6,0.0625,2,31,30382
6,0.0625,2,32,36240
6,0.0625,2,33,33768
6,0.0625,2,34,34909
6,0.0625,2,35,31254
6,0.0625,2,36,33574
6,0.0625,2,37,33082
6,0.0625,2,38,33087
6,0.0625,2,39,27615
6,0.0625,2,40,27056
6,0.0625,2,41,31529
6,0.0625,2,42,29696
6,0.0625,2,43,30795
6,0.0625,2,44,31204
6,0.0625,2,45,32927
6,0.0625,2,46,28317
6,0.0625,2,47,29464
6,0.0625,2,48,28061
6,0.0625,2,49,28176
6,0.0625,2,50,30156
6,0.0625,2,51,29370
7,0.0625,0,0,13765
7,0.0625,0,1,14035
7,0.0625,0,2,13410
7,0.0625,0,3,14131
7,0.0625,0,4,13298
7,0.0625,0,5,13986
7,0.0625,0,6,13313
7,0.0625,0,7,14418
7,0.0625,0,8,14000
7,0.0625,0,9,13056
7,0.0625,0,10,14172
7,0.0625,0,11,14794
7,0.0625,0,12,14903
7,0.0625,0,13,13509
7,0.0625,0,14,14112
7,0.0625,0,15,14168
7,0.0625,0,16,14493
7,0.0625,0,17,13651
7,0.0625,0,18,14128
7,0.0625,0,19,14451
7,0.0625,0,20,15527
7,0.0625,0,21,13466
7,0.0625,0,22,14002
7,0.0625,0,23,14243
7,0.0625,0,24,14552
7,0.0625,0,25,14060
7,0.0625,0,26,13966
7,0.0625,0,27,13469
7,0.0625,0,28,13635
7,0.0625,0,29,13443
7,0.0625,0,30,12869
7,0.0625,0,31,13788
7,0.0625,0,32,14458
7,0.0625,0,33,13890
7,0.0625,0,34,14515
7,0.0625,0,35,14082
7,0.0625,0,36,12715
7,0.0625,0,37,13180
7,0.0625,0,38,12923
7,0.0625,0,39,12790
7,0.0625,0,40,13151
7,0.0625,0,41,13169
7,0.0625,0,42,12497
7,0.0625,0,43,13263
7,0.0625,0,44,13191
7,0.0625,0,45,13089
7,0.0625,0,46,12771
7,0.0625,0,47,13184
7,0.0625,0,48,12751
7,0.0625,0,49,13976
7,0.0625,0,50,12862
7,0.0625,0,51,12099
7,0.0625,1,0,11514
7,0.0625,1,1,12646
7,0.0625,1,2,12910
7,0.0625,1,3,13272
7,0.0625,1,4,13699
7,0.0625,1,5,12776
7,0.0625,1,6,12350
7,0.0625,1,7,12587
7,0.0625,1,8,12331
7,0.0625,1,9,12791
7,0.0625,1,10,12746
7,0.0625,1,11,12116
7,0.0625,1,12,12314
7,0.0625,1,13,11676
7,0.0625,1,14,12563
7,0.0625,1,15,11746
7,0.0625,1,16,10937
7,0.0625,1,17,10544
7,0.0625,1,18,11521
7,0.0625,1,19,11732
7,0.0625,1,20,11149
7,0.0625,1,21,11817
7,0.0625,1,22,12218
7,0.0625,1,23,12087
7,0.0625,1,24,12773
7,0.0625,1,25,11608
7,0.0625,1,26,11665
7,0.0625,1,27,11739
7,0.0625,1,28,11931
7,0.0625,1,29,12697
7,0.0625,1,30,11394
7,0.0625,1,31,10539
7,0.0625,1,32,12416
7,0.0625,1,33,11135
7,0.0625,1,34,12850
7,0.0625,1,35,12465
7,0.0625,1,36,11166
7,0.0625,1,37,10946
7,0.0625,1,38,11559
7,0.0625,1,39,14491
7,0.0625,1,40,14572
7,0.0625,1,41,14143
7,0.0625,1,42,12937
7,0.0625,1,43,14694
7,0.0625,1,44,13974
7,0.0625,1,45,14954
7,0.0625,1,46,15104
7,0.0625,1,47,15060
7,0.0625,1,48,15708
7,0.0625,1,49,15119
7,0.0625,1,50,15074
7,0.0625,1,51,15751
7,0.0625,2,0,33051
7,0.0625,2,1,34231
7,0.0625,2,2,35428
7,0.0625,2,3,35197
7,0.0625,2,4,34361
7,0.0625,2,5,33262
7,0.0625,2,6,33623
7,0.0625,2,7,34440
7,0.0625,2,8,34106
7,0.0625,2,9,33475
7,0.0625,2,10,39830
7,0.0625,2,11,34641
7,0.0625,2,12,35190
7,0.0625,2,13,30583
7,0.0625,2,14,33042
7,0.0625,2,15,32439
7,0.0625,2,16,33138
7,0.0625,2,17,35134
7,0.0625,2,18,34620
7,0.0625,2,19,33470
7,0.0625,2,20,36335
7,0.0625,2,21,36186
7,0.0625,2,22,34256
7,0.0625,2,23,30940
7,0.0625,2,24,35403
7,0.0625,2,25,33468
7,0.0625,2,26,31090
7,0.0625,2,27,30421
7,0.0625,2,28,33771
7,0.0625,2,29,32209
7,0.0625,2,30,33179
7,0.0625,2,31,30382
7,0.0625,2,32,36240
7,0.0625,2,33,33768
7,0.0625,2,34,34909
7,0.0625,2,35,31254
7,0.0625,2,36,33574
7,0.0625,2,37,33082
7,0.0625,2,38,33087
7,0.0625,2,39,26861
7,0.0625,2,40,31834
7,0.0625,2,41,29900
7,0.0625,2,42,31113
7,0.0625,2,43,28834
7,0.0625,2,44,28903
7,0.0625,2,45,29540
7,0.0625,2,46,28762
7,0.0625,2,47,28479
7,0.0625,2,48,28884
7,0.0625,2,49,31528
7,0.0625,2,50,29003
7,0.0625,2,51,29041
8,0.0625,0,0,12608
8,0.0625,0,1,13405
8,0.0625,0,2,13556
8,0.0625,0,3,14259
8,0.0625,0,4,14584
8,0.0625,0,5,13730
8,0.0625,0,6,14822
8,0.0625,0,7,14556
8,0.0625,0,8,14142
8,0.0625,0,9,13228
8,0.0625,0,10,14203
8,0.0625,0,11,14162
8,0.0625,0,12,13636
8,0.0625,0,13,14213
8,0.0625,0,14,15414
8,0.0625,0,15,13595
8,0.0625,0,16,15133
8,0.0625,0,17,15048
8,0.0625,0,18,15844
8,0.0625,0,19,14732
8,0.0625,0,20,14653
8,0.0625,0,21,14343
8,0.0625,0,22,16059
8,0.0625,0,23,12580
8,0.0625,0,24,13480
8,0.0625,0,25,14116
8,0.0625,0,26,13517
8,0.0625,0,27,13134
8,0.0625,0,28,14966
8,0.0625,0,29,14749
8,0.0625,0,30,13272
8,0.0625,0,31,14565
8,0.0625,0,32,14144
8,0.0625,0,33,14403
8,0.0625,0,34,13807
8,0.0625,0,35,13350
8,0.0625,0,36,13963
8,0.0625,0,37,14581
8,0.0625,0,38,13825
8,0.0625,0,39,17067
8,0.0625,0,40,17156
8,0.0625,0,41,17779
8,0.0625,0,42,17566
8,0.0625,0,43,18661
8,0.0625,0,44,17525
8,0.0625,0,45,18523
8,0.0625,0,46,15147
8,0.0625,0,47,16127
8,0.0625,0,48,17452
8,0.0625,0,49,16748
8,0.0625,0,50,16492
8,0.0625,0,51,16942
8,0.0625,1,0,13798
8,0.0625,1,1,12570
8,0.0625,1,2,12099
8,0.0625,1,3,13129
8,0.0625,1,4,12614
8,0.0625,1,5,11932
8,0.0625,1,6,12468
8,0.0625,1,7,13348
8,0.0625,1,8,12825
8,0.0625,1,9,12991
8,0.0625,1,10,12587
8,0.0625,1,11,11249
8,0.0625,1,12,12550
8,0.0625,1,13,13075
8,0.0625,1,14,13188
8,0.0625,1,15,12783
8,0.0625,1,16,13245
8,0.0625,1,17,12723
8,0.0625,1,18,12598
8,0.0625,1,19,13717
8,0.0625,1,20,13918
8,0.0625,1,21,12726
8,0.0625,1,22,12864
8,0.0625,1,23,13215
8,0.0625,1,24,13942
8,0.0625,1,25,13852
8,0.0625,1,26,12274
8,0.0625,1,27,12061
8,0.0625,1,28,13304
8,0.0625,1,29,13474
8,0.0625,1,30,13068
8,0.0625,1,31,13434
8,0.0625,1,32,12073
8,0.0625,1,33,13734
8,0.0625,1,34,13163
8,0.0625,1,35,13447
8,0.0625,1,36,11704
8,0.0625,1,37,12561
8,0.0625,1,38,14042
8,0.0625,1,39,13103
8,0.0625,1,40,12711
8,0.0625,1,41,12187
8,0.0625,1,42,13096
8,0.0625,1,43,12767
8,0.0625,1,44,12907
8,0.0625,1,45,13565
8,0.0625,1,46,12420
8,0.0625,1,47,12389
8,0.0625,1,48,11866
8,0.0625,1,49,13428
8,0.0625,1,50,12183
8,0.0625,1,51,12963
8,0.0625,2,0,32870
8,0.0625,2,1,36781
8,0.0625,2,2,34600
8,0.0625,2,3,31848
8,0.0625,2,4,34173
8,0.0625,2,5,35280
8,0.0625,2,6,33033
8,0.0625,2,7,32303
8,0.0625,2,8,38026
8,0.0625,2,9,33274
8,0.0625,2,10,34160
8,0.0625,2,11,34438
8,0.0625,2,12,37802
8,0.0625,2,13,33627
8,0.0625,2,14,35258
8,0.0625,2,15,33368
8,0.0625,2,16,36421
8,0.0625,2,17,35612
8,0.0625,2,18,35577
8,0.0625,2,19,34397
8,0.0625,2,20,33409
8,0.0625,2,21,30916
8,0.0625,2,22,37333
8,0.0625,2,23,36979
8,0.0625,2,24,35961
8,0.0625,2,25,33923
8,0.0625,2,26,32313
8,0.0625,2,27,34121
8,0.0625,2,28,31772
8,0.0625,2,29,31917
8,0.0625,2,30,35243
8,0.0625,2,31,32984
8,0.0625,2,32,34678
8,0.0625,2,33,35549
8,0.0625,2,34,32233
8,0.0625,2,35,33851
8,0.0625,2,36,35775
8,0.0625,2,37,31878
8,0.0625,2,38,32341
8,0.0625,2,39,38835
8,0.0625,2,40,41207
8,0.0625,2,41,40945
8,0.0625,2,42,39114
8,0.0625,2,43,40380
8,0.0625,2,44,40079
8,0.0625,2,45,42779
8,0.0625,2,46,40965
8,0.0625,2,47,39823
8,0.0625,2,48,43193
8,0.0625,2,49,41032
8,0.0625,2,50,39944
8,0.0625,2,51,45748
9,0.0625,0,0,12608
9,0.0625,0,1,13405
9,0.0625,0,2,13556
9,0.0625,0,3,14259
9,0.0625,0,4,14584
9,0.0625,0,5,13730
9,0.0625,0,6,14822
9,0.0625,0,7,14556
9,0.0625,0,8,14142
9,0.0625,0,9,13228
9,0.0625,0,10,14203
9,0.0625,0,11,14162
9,0.0625,0,12,13636
9,0.0625,0,13,14213
9,0.0625,0,14,15414
9,0.0625,0,15,13595
9,0.0625,0,16,15133
9,0.0625,0,17,15048
9,0.0625,0,18,15844
9,0.0625,0,19,14732
9,0.0625,0,20,14653
9,0.0625,0,21,14343
9,0.0625,0,22,16059
9,0.0625,0,23,12580
9,0.0625,0,24,13480
9,0.0625,0,25,14116
9,0.0625,0,26,13517
9,0.0625,0,27,13134
9,0.0625,0,28,14966
9,0.0625,0,29,14749
9,0.0625,0,30,13272
9,0.0625,0,31,14565
9,0.0625,0,32,14144
9,0.0625,0,33,14403
9,0.0625,0,34,13807
9,0.0625,0,35,13350
9,0.0625,0,36,13963
9,0.0625,0,37,14581
9,0.0625,0,38,13825
9,0.0625,0,39,17534
9,0.0625,0,40,18266
9,0.0625,0,41,16407
9,0.0625,0,42,16481
9,0.0625,0,43,16710
9,0.0625,0,44,17201
9,0.0625,0,45,16479
9,0.0625,0,46,17252
9,0.0625,0,47,15441
9,0.0625,0,48,17787
9,0.0625,0,49,16336
9,0.0625,0,50,17399
9,0.0625,0,51,19115
9,0.0625,1,0,13798
9,0.0625,1,1,12570
9,0.0625,1,2,12099
9,0.0625,1,3,13129
9,0.0625,1,4,12614
9,0.0625,1,5,11932
9,0.0625,1,6,12468
9,0.0625,1,7,13348
9,0.0625,1,8,12825
9,0.0625,1,9,12991
9,0.0625,1,10,12587
9,0.0625,1,11,11249
9,0.0625,1,12,12550
9,0.0625,1,13,13075
9,0.0625,1,14,13188
9,0.0625,1,15,12783
9,0.0625,1,16,13245
9,0.0625,1,17,12723
9,0.0625,1,18,12598
9,0.0625,1,19,13717
9,0.0625,1,20,13918
9,0.0625,1,21,12726
9,0.0625,1,22,12864
9,0.0625,1,23,13215
9,0.0625,1,24,13942
9,0.0625,1,25,13852
9,0.0625,1,26,12274
9,0.0625,1,27,12061
9,0.0625,1,28,13304
9,0.0625,1,29,13474
9,0.0625,1,30,13068
9,0.0625,1,31,13434
9,0.0625,1,32,12073
9,0.0625,1,33,13734
9,0.0625,1,34,13163
9,0.0625,1,35,13447
9,0.0625,1,36,11704
9,0.0625,1,37,12561
9,0.0625,1,38,14042
9,0.0625,1,39,11896
9,0.0625,1,40,13463
9,0.0625,1,41,12497
9,0.0625,1,42,12762
9,0.0625,1,43,12681
9,0.0625,1,44,11838
9,0.0625,1,45,12368
9,0.0625,1,46,12680
9,0.0625,1,47,12593
9,0.0625,1,48,12031
9,0.0625,1,49,13047
9,0.0625,1,50,12294
9,0.0625,1,51,12640
9,0.0625,2,0,32870
9,0.0625,2,1,36781
9,0.0625,2,2,34600
9,0.0625,2,3,31848
9,0.0625,2,4,34173
9,0.0625,2,5,35280
9,0.0625,2,6,33033
9,0.0625,2,7,32303
9,0.0625,2,8,38026
9,0.0625,2,9,33274
9,0.0625,2,10,34160
9,0.0625,2,11,34438
9,0.0625,2,12,37802
9,0.0625,2,13,33627
9,0.0625,2,14,35258
9,0.0625,2,15,33368
9,0.0625,2,16,36421
9,0.0625,2,17,35612
9,0.0625,2,18,35577
9,0.0625,2,19,34397
9,0.0625,2,20,33409
9,0.0625,2,21,30916
9,0.0625,2,22,37333
9,0.0625,2,23,36979
9,0.0625,2,24,35961
9,0.0625,2,25,33923
9,0.0625,2,26,32313
9,0.0625,2,27,34121
9,0.0625,2,28,31772
9,0.0625,2,29,31917
9,0.0625,2,30,35243
9,0.0625,2,31,32984
9,0.0625,2,32,34678
9,0.0625,2,33,35549
9,0.0625,2,34,32233
9,0.0625,2,35,33851
9,0.0625,2,36,35775
9,0.0625,2,37,31878
9,0.0625,2,38,32341
9,0.0625,2,39,41626
9,0.0625,2,40,45013
9,0.0625,2,41,42038
9,0.0625,2,42,42066
9,0.0625,2,43,43653
9,0.0625,2,44,43333
9,0.0625,2,45,43544
9,0.0625,2,46,39706
9,0.0625,2,47,44253
9,0.0625,2,48,41238
9,0.0625,2,49,37848
9,0.0625,2,50,43946
9,0.0625,2,51,36091
10,0.0625,0,0,12608
10,0.0625,0,1,13405
10,0.0625,0,2,13556
10,0.0625,0,3,14259
10,0.0625,0,4,14584
10,0.0625,0,5,13730
10,0.0625,0,6,14822
10,0.0625,0,7,14556
10,0.0625,0,8,14142
10,0.0625,0,9,13228
10,0.0625,0,10,14203
10,0.0625,0,11,14162
10,0.0625,0,12,13636
10,0.0625,0,13,14213
10,0.0625,0,14,15414
10,0.0625,0,15,13595
10,0.0625,0,16,15133
10,0.0625,0,17,15048
10,0.0625,0,18,15844
10,0.0625,0,19,14732
10,0.0625,0,20,14653
10,0.0625,0,21,14343
10,0.0625,0,22,16059
10,0.0625,0,23,12580
10,0.0625,0,24,13480
10,0.0625,0,25,14116
10,0.0625,0,26,13180
10,0.0625,0,27,13931
10,0.0625,0,28,13636
10,0.0625,0,29,13979
10,0.0625,0,30,13786
10,0.0625,0,31,14469
10,0.0625,0,32,13849
10,0.0625,0,33,14286
10,0.0625,0,34,12257
10,0.0625,0,35,14651
10,0.0625,0,36,13880
10,0.0625,0,37,14620
10,0.0625,0,38,14632
10,0.0625,0,39,12163
10,0.0625,0,40,12602
10,0.0625,0,41,12287
10,0.0625,0,42,10665
10,0.0625,0,43,11475
10,0.0625,0,44,11038
10,0.0625,0,45,11735
10,0.0625,0,46,11982
10,0.0625,0,47,11624
10,0.0625,0,48,11276
10,0.0625,0,49,11514
10,0.0625,0,50,11545
10,0.0625,0,51,11852
10,0.0625,1,0,13798
10,0.0625,1,1,12570
10,0.0625,1,2,12099
10,0.0625,1,3,13129
10,0.0625,1,4,12614
10,0.0625,1,5,11932
10,0.0625,1,6,12468
10,0.0625,1,7,13348
10,0.0625,1,8,12825
10,0.0625,1,9,12991
10,0.0625,1,10,12587
10,0.0625,1,11,11249
10,0.0625,1,12,12550
10,0.0625,1,13,13075
10,0.0625,1,14,13188
10,0.0625,1,15,12783
10,0.0625,1,16,13245
10,0.0625,1,17,12723
10,0.0625,1,18,12598
10,0.0625,1,19,13717
10,0.0625,1,20,13918
10,0.0625,1,21,12726
10,0.0625,1,22,12864
10,0.0625,1,23,13215
10,0.0625,1,24,13942
10,0.0625,1,25,13852
10,0.0625,1,26,11654
10,0.0625,1,27,12401
10,0.0625,1,28,13877
10,0.0625,1,29,12650
10,0.0625,1,30,13327
10,0.0625,1,31,13059
10,0.0625,1,32,14077
10,0.0625,1,33,11986
10,0.0625,1,34,12952
10,0.0625,1,35,13992
10,0.0625,1,36,12720
10,0.0625,1,37,13267
10,0.0625,1,38,13041
10,0.0625,1,39,16119
10,0.0625,1,40,16394
10,0.0625,1,41,15525
10,0.0625,1,42,15188
10,0.0625,1,43,17226
10,0.0625,1,44,16223
10,0.0625,1,45,13950
10,0.0625,1,46,14903
10,0.0625,1,47,17052
10,0.0625,1,48,15623
10,0.0625,1,49,15753
10,0.0625,1,50,16708
10,0.0625,1,51,15006
10,0.0625,2,0,32870
10,0.0625,2,1,36781
10,0.0625,2,2,34600
10,0.0625,2,3,31848
10,0.0625,2,4,34173
10,0.0625,2,5,35280
10,0.0625,2,6,33033
10,0.0625,2,7,32303
10,0.0625,2,8,38026
10,0.0625,2,9,33274
10,0.0625,2,10,34160
10,0.0625,2,11,34438
10,0.0625,2,12,37802
10,0.0625,2,13,33627
10,0.0625,2,14,35258
10,0.0625,2,15,33368
10,0.0625,2,16,36421
10,0.0625,2,17,35612
10,0.0625,2,18,35577
10,0.0625,2,19,34397
10,0.0625,2,20,33409
10,0.0625,2,21,30916
10,0.0625,2,22,37333
10,0.0625,2,23,36979
10,0.0625,2,24,35961
10,0.0625,2,25,33923
10,0.0625,2,26,34815
10,0.0625,2,27,30048
10,0.0625,2,28,33784
10,0.0625,2,29,31499
10,0.0625,2,30,34464
10,0.0625,2,31,31653
10,0.0625,2,32,30701
10,0.0625,2,33,33535
10,0.0625,2,34,34038
10,0.0625,2,35,32799
10,0.0625,2,36,35847
10,0.0625,2,37,35707
10,0.0625,2,38,29944
10,0.0625,2,39,21546
10,0.0625,2,40,21845
10,0.0625,2,41,22918
10,0.0625,2,42,23222
10,0.0625,2,43,19575
10,0.0625,2,44,23279
10,0.0625,2,45,23703
10,0.0625,2,46,22237
10,0.0625,2,47,21158
10,0.0625,2,48,23935
10,0.0625,2,49,19929
10,0.0625,2,50,21560
10,0.0625,2,51,24724
11,0.0625,0,0,12608
11,0.0625,0,1,13405
11,0.0625,0,2,13556
11,0.0625,0,3,14259
11,0.0625,0,4,14584
11,0.0625,0,5,13730
11,0.0625,0,6,14822
11,0.0625,0,7,14556
11,0.0625,0,8,14142
11,0.0625,0,9,13228
11,0.0625,0,10,14203
11,0.0625,0,11,14162
11,0.0625,0,12,13636
11,0.0625,0,13,14213
11,0.0625,0,14,15414
11,0.0625,0,15,13595
11,0.0625,0,16,15133
11,0.0625,0,17,15048
11,0.0625,0,18,15844
11,0.0625,0,19,14732
11,0.0625,0,20,14653
11,0.0625,0,21,14343
11,0.0625,0,22,16059
11,0.0625,0,23,12580
11,0.0625,0,24,13480
11,0.0625,0,25,14116
11,0.0625,0,26,13180
11,0.0625,0,27,13931
11,0.0625,0,28,13636
11,0.0625,0,29,13979
11,0.0625,0,30,13786
11,0.0625,0,31,14469
11,0.0625,0,32,13849
11,0.0625,0,33,14286
11,0.0625,0,34,12257
11,0.0625,0,35,14651
11,0.0625,0,36,13880
11,0.0625,0,37,14620
11,0.0625,0,38,14632
11,0.0625,0,39,11027
11,0.0625,0,40,11207
11,0.0625,0,41,12337
11,0.0625,0,42,12428
11,0.0625,0,43,12254
11,0.0625,0,44,12553
11,0.0625,0,45,12207
11,0.0625,0,46,11489
11,0.0625,0,47,11251
11,0.0625,0,48,12339
11,0.0625,0,49,11817
11,0.0625,0,50,11643
11,0.0625,0,51,12289
11,0.0625,1,0,13798
11,0.0625,1,1,12570
11,0.0625,1,2,12099
11,0.0625,1,3,13129
11,0.0625,1,4,12614
11,0.0625,1,5,11932
11,0.0625,1,6,12468
11,0.0625,1,7,13348
11,0.0625,1,8,12825
11,0.0625,1,9,12991
11,0.0625,1,10,12587
11,0.0625,1,11,11249
11,0.0625,1,12,12550
11,0.0625,1,13,13075
11,0.0625,1,14,13188
11,0.0625,1,15,12783
11,0.0625,1,16,13245
11,0.0625,1,17,12723
11,0.0625,1,18,12598
11,0.0625,1,19,13717
11,0.0625,1,20,13918
11,0.0625,1,21,12726
11,0.0625,1,22,12864
11,0.0625,1,23,13215
11,0.0625,1,24,13942
11,0.0625,1,25,13852
11,0.0625,1,26,11654
11,0.0625,1,27,12401
11,0.0625,1,28,13877
11,0.0625,1,29,12650
11,0.0625,1,30,13327
11,0.0625,1,31,13059
11,0.0625,1,32,14077
11,0.0625,1,33,11986
11,0.0625,1,34,12952
11,0.0625,1,35,13992
11,0.0625,1,36,12720
11,0.0625,1,37,13267
11,0.0625,1,38,13041
11,0.0625,1,39,15266
11,0.0625,1,40,16340
11,0.0625,1,41,16201
11,0.0625,1,42,16456
11,0.0625,1,43,17173
11,0.0625,1,44,16810
11,0.0625,1,45,16371
11,0.0625,1,46,15734
11,0.0625,1,47,15265
11,0.0625,1,48,16301
11,0.0625,1,49,15848
11,0.0625,1,50,14100
11,0.0625,1,51,15677
11,0.0625,2,0,32870
11,0.0625,2,1,36781
11,0.0625,2,2,34600
11,0.0625,2,3,31848
11,0.0625,2,4,34173
11,0.0625,2,5,35280
11,0.0625,2,6,33033
11,0.0625,2,7,32303
11,0.0625,2,8,38026
11,0.0625,2,9,33274
11,0.0625,2,10,34160
11,0.0625,2,11,34438
11,0.0625,2,12,37802
11,0.0625,2,13,33627
11,0.0625,2,14,35258
11,0.0625,2,15,33368
11,0.0625,2,16,36421
11,0.0625,2,17,35612
11,0.0625,2,18,35577
11,0.0625,2,19,34397
11,0.0625,2,20,33409
11,0.0625,2,21,30916
11,0.0625,2,22,37333
11,0.0625,2,23,36979
11,0.0625,2,24,35961
11,0.0625,2,25,33923
11,0.0625,2,26,34815
11,0.0625,2,27,30048
11,0.0625,2,28,33784
11,0.0625,2,29,31499
11,0.0625,2,30,34464
11,0.0625,2,31,31653
11,0.0625,2,32,30701
11,0.0625,2,33,33535
11,0.0625,2,34,34038
11,0.0625,2,35,32799
11,0.0625,2,36,35847
11,0.0625,2,37,35707
11,0.0625,2,38,29944
11,0.0625,2,39,22236
11,0.0625,2,40,22615
11,0.0625,2,41,22023
11,0.0625,2,42,23896
11,0.0625,2,43,21847
11,0.0625,2,44,22149
11,0.0625,2,45,23236
11,0.0625,2,46,23286
11,0.0625,2,47,21236
11,0.0625,2,48,21431
11,0.0625,2,49,23423
11,0.0625,2,50,20471
11,0.0625,2,51,22986
12,0.0625,0,0,12608
12,0.0625,0,1,13405
12,0.0625,0,2,13556
12,0.0625,0,3,14259
12,0.0625,0,4,14584
12,0.0625,0,5,13730
12,0.0625,0,6,14822
12,0.0625,0,7,14556
12,0.0625,0,8,14142
12,0.0625,0,9,13228
12,0.0625,0,10,14203
12,0.0625,0,11,14162
12,0.0625,0,12,13636
12,0.0625,0,13,13853
12,0.0625,0,14,15172
12,0.0625,0,15,15046
12,0.0625,0,16,14553
12,0.0625,0,17,13836
12,0.0625,0,18,13953
12,0.0625,0,19,14668
12,0.0625,0,20,14120
12,0.0625,0,21,14802
12,0.0625,0,22,14728
12,0.0625,0,23,13152
12,0.0625,0,24,14182
12,0.0625,0,25,14776
12,0.0625,0,26,17184
12,0.0625,0,27,15963
12,0.0625,0,28,16579
12,0.0625,0,29,14959
12,0.0625,0,30,15412
12,0.0625,0,31,15551
12,0.0625,0,32,16037
12,0.0625,0,33,17104
12,0.0625,0,34,16009
12,0.0625,0,35,16278
12,0.0625,0,36,16786
12,0.0625,0,37,15075
12,0.0625,0,38,15401
12,0.0625,0,39,11886
12,0.0625,0,40,11953
12,0.0625,0,41,13118
12,0.0625,0,42,12289
12,0.0625,0,43,13456
12,0.0625,0,44,12897
12,0.0625,0,45,13771
12,0.0625,0,46,12030
12,0.0625,0,47,12227
12,0.0625,0,48,12738
12,0.0625,0,49,13223
12,0.0625,0,50,13682
12,0.0625,0,51,12014
12,0.0625,1,0,13798
12,0.0625,1,1,12570
12,0.0625,1,2,12099
12,0.0625,1,3,13129
12,0.0625,1,4,12614
12,0.0625,1,5,11932
12,0.0625,1,6,12468
12,0.0625,1,7,13348
12,0.0625,1,8,12825
12,0.0625,1,9,12991
12,0.0625,1,10,12587
12,0.0625,1,11,11249
12,0.0625,1,12,12550
12,0.0625,1,13,13322
12,0.0625,1,14,12903
12,0.0625,1,15,13500
12,0.0625,1,16,14193
12,0.0625,1,17,13906
12,0.0625,1,18,13927
12,0.0625,1,19,13362
12,0.0625,1,20,14173
12,0.0625,1,21,13998
12,0.0625,1,22,13308
12,0.0625,1,23,14154
12,0.0625,1,24,13466
12,0.0625,1,25,11335
12,0.0625,1,26,15185
12,0.0625,1,27,14699
12,0.0625,1,28,13530
12,0.0625,1,29,14077
12,0.0625,1,30,14041
12,0.0625,1,31,14138
12,0.0625,1,32,15402
12,0.0625,1,33,15667
12,0.0625,1,34,14018
12,0.0625,1,35,13991
12,0.0625,1,36,15399
12,0.0625,1,37,13746
12,0.0625,1,38,14624
12,0.0625,1,39,14115
12,0.0625,1,40,14552
12,0.0625,1,41,13362
12,0.0625,1,42,14519
12,0.0625,1,43,13194
12,0.0625,1,44,13293
12,0.0625,1,45,13552
12,0.0625,1,46,14768
12,0.0625,1,47,14804
12,0.0625,1,48,14685
12,0.0625,1,49,13048
12,0.0625,1,50,14490
12,0.0625,1,51,14012
12,0.0625,2,0,32870
12,0.0625,2,1,36781
12,0.0625,2,2,34600
12,0.0625,2,3,31848
12,0.0625,2,4,34173
12,0.0625,2,5,35280
12,0.0625,2,6,33033
12,0.0625,2,7,32303
12,0.0625,2,8,38026
12,0.0625,2,9,33274
12,0.0625,2,10,34160
12,0.0625,2,11,34438
12,0.0625,2,12,37802
12,0.0625,2,13,33252
12,0.0625,2,14,34949
12,0.0625,2,15,35701
12,0.0625,2,16,36923
12,0.0625,2,17,35499
12,0.0625,2,18,35327
