scenario,probability,hub,week,demand
0,0.0625,2,13,36253
0,0.0625,2,14,36555
0,0.0625,2,15,32095
0,0.0625,2,16,35157
0,0.0625,2,17,35706
0,0.0625,2,18,34544
0,0.0625,2,19,33325
0,0.0625,2,20,34668
0,0.0625,2,21,35337
0,0.0625,2,22,34098
0,0.0625,2,23,32747
0,0.0625,2,24,35744
0,0.0625,2,25,34136
0,0.0625,2,26,30939
0,0.0625,2,27,29836
0,0.0625,2,28,27806
0,0.0625,2,29,31304
0,0.0625,2,30,30477
0,0.0625,2,31,29795
0,0.0625,2,32,31746
0,0.0625,2,33,31362
0,0.0625,2,34,29870
0,0.0625,2,35,32473
0,0.0625,2,36,30839
0,0.0625,2,37,28350
0,0.0625,2,38,30245
0,0.0625,2,39,29079
0,0.0625,2,40,32846
0,0.0625,2,41,32426
0,0.0625,2,42,34331
0,0.0625,2,43,33322
0,0.0625,2,44,32805
0,0.0625,2,45,30922
0,0.0625,2,46,32702
0,0.0625,2,47,33236
0,0.0625,2,48,30827
0,0.0625,2,49,33670
0,0.0625,2,50,31765
0,0.0625,2,51,29734
1,0.0625,0,0,13765
1,0.0625,0,1,14035
1,0.0625,0,2,13410
1,0.0625,0,3,14131
1,0.0625,0,4,13298
1,0.0625,0,5,13986
1,0.0625,0,6,13313
1,0.0625,0,7,14418
1,0.0625,0,8,14000
1,0.0625,0,9,13056
1,0.0625,0,10,14172
1,0.0625,0,11,14794
1,0.0625,0,12,14903
1,0.0625,0,13,15401
1,0.0625,0,14,13801
1,0.0625,0,15,13790
1,0.0625,0,16,13817
1,0.0625,0,17,15033
1,0.0625,0,18,14804
1,0.0625,0,19,14437
1,0.0625,0,20,15010
1,0.0625,0,21,14297
1,0.0625,0,22,13144
1,0.0625,0,23,13356
1,0.0625,0,24,15112
1,0.0625,0,25,15609
1,0.0625,0,26,15443
1,0.0625,0,27,14132
1,0.0625,0,28,14990
1,0.0625,0,29,13562
1,0.0625,0,30,13986
1,0.0625,0,31,14149
1,0.0625,0,32,13952
1,0.0625,0,33,12993
1,0.0625,0,34,14648
1,0.0625,0,35,13150
1,0.0625,0,36,13062
1,0.0625,0,37,15476
1,0.0625,0,38,14872
1,0.0625,0,39,17139
1,0.0625,0,40,15842
1,0.0625,0,41,18710
1,0.0625,0,42,18389
1,0.0625,0,43,17727
1,0.0625,0,44,16367
1,0.0625,0,45,17424
1,0.0625,0,46,16020
1,0.0625,0,47,17554
1,0.0625,0,48,17981
1,0.0625,0,49,16339
1,0.0625,0,50,18037
1,0.0625,0,51,18459
1,0.0625,1,0,11514
1,0.0625,1,1,12646
1,0.0625,1,2,12910
1,0.0625,1,3,13272
1,0.0625,1,4,13699
1,0.0625,1,5,12776
1,0.0625,1,6,12350
1,0.0625,1,7,12587
1,0.0625,1,8,12331
1,0.0625,1,9,12791
1,0.0625,1,10,12746
1,0.0625,1,11,12116
1,0.0625,1,12,12314
1,0.0625,1,13,11364
1,0.0625,1,14,11755
1,0.0625,1,15,10807
1,0.0625,1,16,11823
1,0.0625,1,17,11852
1,0.0625,1,18,11806
1,0.0625,1,19,11401
1,0.0625,1,20,11158
1,0.0625,1,21,11204
1,0.0625,1,22,12217
1,0.0625,1,23,11983
1,0.0625,1,24,11307
1,0.0625,1,25,11638
1,0.0625,1,26,9277
1,0.0625,1,27,10075
1,0.0625,1,28,9808
1,0.0625,1,29,9943
1,0.0625,1,30,9526
1,0.0625,1,31,9565
1,0.0625,1,32,9746
1,0.0625,1,33,8826
1,0.0625,1,34,9518
1,0.0625,1,35,9767
1,0.0625,1,36,9498
1,0.0625,1,37,9123
1,0.0625,1,38,9254
1,0.0625,1,39,7812
1,0.0625,1,40,7842
1,0.0625,1,41,7778
1,0.0625,1,42,8228
1,0.0625,1,43,7764
1,0.0625,1,44,8181
1,0.0625,1,45,8260
1,0.0625,1,46,8774
1,0.0625,1,47,8783
1,0.0625,1,48,8754
1,0.0625,1,49,8618
1,0.0625,1,50,8815
1,0.0625,1,51,8682
1,0.0625,2,0,33051
1,0.0625,2,1,34231
1,0.0625,2,2,35428
1,0.0625,2,3,35197
1,0.0625,2,4,34361
1,0.0625,2,5,33262
1,0.0625,2,6,33623
1,0.0625,2,7,34440
1,0.0625,2,8,34106
1,0.0625,2,9,33475
1,0.0625,2,10,39830
1,0.0625,2,11,34641
1,0.0625,2,12,35190
1,0.0625,2,13,36253
1,0.0625,2,14,36555
1,0.0625,2,15,32095
1,0.0625,2,16,35157
1,0.0625,2,17,35706
1,0.0625,2,18,34544
1,0.0625,2,19,33325
1,0.0625,2,20,34668
1,0.0625,2,21,35337
1,0.0625,2,22,34098
1,0.0625,2,23,32747
1,0.0625,2,24,35744
1,0.0625,2,25,34136
1,0.0625,2,26,30939
1,0.0625,2,27,29836
1,0.0625,2,28,27806
1,0.0625,2,29,31304
1,0.0625,2,30,30477
1,0.0625,2,31,29795
1,0.0625,2,32,31746
1,0.0625,2,33,31362
1,0.0625,2,34,29870
1,0.0625,2,35,32473
1,0.0625,2,36,30839
1,0.0625,2,37,28350
1,0.0625,2,38,30245
1,0.0625,2,39,33429
1,0.0625,2,40,31912
1,0.0625,2,41,33742
1,0.0625,2,42,30913
1,0.0625,2,43,30306
1,0.0625,2,44,33338
1,0.0625,2,45,32596
1,0.0625,2,46,30992
1,0.0625,2,47,29662
1,0.0625,2,48,28865
1,0.0625,2,49,29752
1,0.0625,2,50,33657
1,0.0625,2,51,34284
2,0.0625,0,0,13765
2,0.0625,0,1,14035
2,0.0625,0,2,13410
2,0.0625,0,3,14131
2,0.0625,0,4,13298
2,0.0625,0,5,13986
2,0.0625,0,6,13313
2,0.0625,0,7,14418
2,0.0625,0,8,14000
2,0.0625,0,9,13056
2,0.0625,0,10,14172
2,0.0625,0,11,14794
2,0.0625,0,12,14903
2,0.0625,0,13,15401
2,0.0625,0,14,13801
2,0.0625,0,15,13790
2,0.0625,0,16,13817
2,0.0625,0,17,15033
2,0.0625,0,18,14804
2,0.0625,0,19,14437
2,0.0625,0,20,15010
2,0.0625,0,21,14297
2,0.0625,0,22,13144
2,0.0625,0,23,13356
2,0.0625,0,24,15112
2,0.0625,0,25,15609
2,0.0625,0,26,13516
2,0.0625,0,27,14156
2,0.0625,0,28,12619
2,0.0625,0,29,13872
2,0.0625,0,30,13611
2,0.0625,0,31,12985
2,0.0625,0,32,14697
2,0.0625,0,33,14258
2,0.0625,0,34,14382
2,0.0625,0,35,12876
2,0.0625,0,36,14373
2,0.0625,0,37,13892
2,0.0625,0,38,12130
2,0.0625,0,39,8548
2,0.0625,0,40,9109
2,0.0625,0,41,9145
2,0.0625,0,42,9205
2,0.0625,0,43,8347
2,0.0625,0,44,8544
2,0.0625,0,45,9019
2,0.0625,0,46,8672
2,0.0625,0,47,9005
2,0.0625,0,48,8678
2,0.0625,0,49,8035
2,0.0625,0,50,8748
2,0.0625,0,51,8746
2,0.0625,1,0,11514
2,0.0625,1,1,12646
2,0.0625,1,2,12910
2,0.0625,1,3,13272
2,0.0625,1,4,13699
2,0.0625,1,5,12776
2,0.0625,1,6,12350
2,0.0625,1,7,12587
2,0.0625,1,8,12331
2,0.0625,1,9,12791
2,0.0625,1,10,12746
2,0.0625,1,11,12116
2,0.0625,1,12,12314
2,0.0625,1,13,11364
2,0.0625,1,14,11755
2,0.0625,1,15,10807
2,0.0625,1,16,11823
2,0.0625,1,17,11852
2,0.0625,1,18,11806
2,0.0625,1,19,11401
2,0.0625,1,20,11158
2,0.0625,1,21,11204
2,0.0625,1,22,12217
2,0.0625,1,23,11983
2,0.0625,1,24,11307
2,0.0625,1,25,11638
2,0.0625,1,26,9151
2,0.0625,1,27,9423
2,0.0625,1,28,9087
2,0.0625,1,29,9886
2,0.0625,1,30,9779
2,0.0625,1,31,10261
2,0.0625,1,32,9724
2,0.0625,1,33,9712
2,0.0625,1,34,9672
2,0.0625,1,35,9402
2,0.0625,1,36,10256
2,0.0625,1,37,10015
2,0.0625,1,38,8974
2,0.0625,1,39,9077
2,0.0625,1,40,9676
2,0.0625,1,41,9809
2,0.0625,1,42,9259
2,0.0625,1,43,9644
2,0.0625,1,44,9728
2,0.0625,1,45,10037
2,0.0625,1,46,10621
2,0.0625,1,47,10317
2,0.0625,1,48,9607
2,0.0625,1,49,10347
2,0.0625,1,50,9944
2,0.0625,1,51,10258
2,0.0625,2,0,33051
2,0.0625,2,1,34231
2,0.0625,2,2,35428
2,0.0625,2,3,35197
2,0.0625,2,4,34361
2,0.0625,2,5,33262
2,0.0625,2,6,33623
2,0.0625,2,7,34440
2,0.0625,2,8,34106
2,0.0625,2,9,33475
2,0.0625,2,10,39830
2,0.0625,2,11,34641
2,0.0625,2,12,35190
2,0.0625,2,13,36253
2,0.0625,2,14,36555
2,0.0625,2,15,32095
2,0.0625,2,16,35157
2,0.0625,2,17,35706
2,0.0625,2,18,34544
2,0.0625,2,19,33325
2,0.0625,2,20,34668
2,0.0625,2,21,35337
2,0.0625,2,22,34098
2,0.0625,2,23,32747
2,0.0625,2,24,35744
2,0.0625,2,25,34136
2,0.0625,2,26,32750
2,0.0625,2,27,30468
2,0.0625,2,28,30003
2,0.0625,2,29,29768
2,0.0625,2,30,30768
2,0.0625,2,31,29223
2,0.0625,2,32,31288
2,0.0625,2,33,29332
2,0.0625,2,34,31152
2,0.0625,2,35,29771
2,0.0625,2,36,27834
2,0.0625,2,37,29337
2,0.0625,2,38,30649
2,0.0625,2,39,24721
2,0.0625,2,40,27070
2,0.0625,2,41,27969
2,0.0625,2,42,28669
2,0.0625,2,43,26713
2,0.0625,2,44,25762
2,0.0625,2,45,29162
2,0.0625,2,46,29337
2,0.0625,2,47,25978
2,0.0625,2,48,28060
2,0.0625,2,49,29258
2,0.0625,2,50,25686
2,0.0625,2,51,26397
3,0.0625,0,0,13765
3,0.0625,0,1,14035
3,0.0625,0,2,13410
3,0.0625,0,3,14131
3,0.0625,0,4,13298
3,0.0625,0,5,13986
3,0.0625,0,6,13313
3,0.0625,0,7,14418
3,0.0625,0,8,14000
3,0.0625,0,9,13056
3,0.0625,0,10,14172
3,0.0625,0,11,14794
3,0.0625,0,12,14903
3,0.0625,0,13,15401
3,0.0625,0,14,13801
3,0.0625,0,15,13790
3,0.0625,0,16,13817
3,0.0625,0,17,15033
3,0.0625,0,18,14804
3,0.0625,0,19,14437
3,0.0625,0,20,15010
3,0.0625,0,21,14297
3,0.0625,0,22,13144
3,0.0625,0,23,13356
3,0.0625,0,24,15112
3,0.0625,0,25,15609
3,0.0625,0,26,13516
3,0.0625,0,27,14156
3,0.0625,0,28,12619
3,0.0625,0,29,13872
3,0.0625,0,30,13611
3,0.0625,0,31,12985
3,0.0625,0,32,14697
3,0.0625,0,33,14258
3,0.0625,0,34,14382
3,0.0625,0,35,12876
3,0.0625,0,36,14373
3,0.0625,0,37,13892
3,0.0625,0,38,12130
3,0.0625,0,39,8659
3,0.0625,0,40,8019
3,0.0625,0,41,8892
3,0.0625,0,42,8928
3,0.0625,0,43,8473
3,0.0625,0,44,9910
3,0.0625,0,45,8329
3,0.0625,0,46,7802
3,0.0625,0,47,8503
3,0.0625,0,48,8824
3,0.0625,0,49,8048
3,0.0625,0,50,8929
3,0.0625,0,51,8323
3,0.0625,1,0,11514
3,0.0625,1,1,12646
3,0.0625,1,2,12910
3,0.0625,1,3,13272
3,0.0625,1,4,13699
3,0.0625,1,5,12776
3,0.0625,1,6,12350
3,0.0625,1,7,12587
3,0.0625,1,8,12331
3,0.0625,1,9,12791
3,0.0625,1,10,12746
3,0.0625,1,11,12116
3,0.0625,1,12,12314
3,0.0625,1,13,11364
3,0.0625,1,14,11755
3,0.0625,1,15,10807
3,0.0625,1,16,11823
3,0.0625,1,17,11852
3,0.0625,1,18,11806
3,0.0625,1,19,11401
3,0.0625,1,20,11158
3,0.0625,1,21,11204
3,0.0625,1,22,12217
3,0.0625,1,23,11983
3,0.0625,1,24,11307
3,0.0625,1,25,11638
3,0.0625,1,26,9151
3,0.0625,1,27,9423
3,0.0625,1,28,9087
3,0.0625,1,29,9886
3,0.0625,1,30,9779
3,0.0625,1,31,10261
3,0.0625,1,32,9724
3,0.0625,1,33,9712
3,0.0625,1,34,9672
3,0.0625,1,35,9402
3,0.0625,1,36,10256
3,0.0625,1,37,10015
3,0.0625,1,38,8974
3,0.0625,1,39,9343
3,0.0625,1,40,10443
3,0.0625,1,41,9578
3,0.0625,1,42,9944
3,0.0625,1,43,10688
3,0.0625,1,44,9228
3,0.0625,1,45,11350
3,0.0625,1,46,9954
3,0.0625,1,47,10925
3,0.0625,1,48,9818
3,0.0625,1,49,10235
3,0.0625,1,50,9581
3,0.0625,1,51,9733
3,0.0625,2,0,33051
3,0.0625,2,1,34231
3,0.0625,2,2,35428
3,0.0625,2,3,35197
3,0.0625,2,4,34361
3,0.0625,2,5,33262
3,0.0625,2,6,33623
3,0.0625,2,7,34440
3,0.0625,2,8,34106
3,0.0625,2,9,33475
3,0.0625,2,10,39830
3,0.0625,2,11,34641
3,0.0625,2,12,35190
3,0.0625,2,13,36253
3,0.0625,2,14,36555
3,0.0625,2,15,32095
3,0.0625,2,16,35157
3,0.0625,2,17,35706
3,0.0625,2,18,34544
3,0.0625,2,19,33325
3,0.0625,2,20,34668
3,0.0625,2,21,35337
3,0.0625,2,22,34098
3,0.0625,2,23,32747
3,0.0625,2,24,35744
3,0.0625,2,25,34136
3,0.0625,2,26,32750
3,0.0625,2,27,30468
3,0.0625,2,28,30003
3,0.0625,2,29,29768
3,0.0625,2,30,30768
3,0.0625,2,31,29223
3,0.0625,2,32,31288
3,0.0625,2,33,29332
3,0.0625,2,34,31152
3,0.0625,2,35,29771
3,0.0625,2,36,27834
3,0.0625,2,37,29337
3,0.0625,2,38,30649
3,0.0625,2,39,28012
3,0.0625,2,40,27824
3,0.0625,2,41,25285
3,0.0625,2,42,25639
3,0.0625,2,43,29394
3,0.0625,2,44,26907
3,0.0625,2,45,28937
3,0.0625,2,46,28611
3,0.0625,2,47,28916
3,0.0625,2,48,27090
3,0.0625,2,49,26666
3,0.0625,2,50,27938
3,0.0625,2,51,28109
4,0.0625,0,0,13765
4,0.0625,0,1,14035
4,0.0625,0,2,13410
4,0.0625,0,3,14131
4,0.0625,0,4,13298
4,0.0625,0,5,13986
4,0.0625,0,6,13313
4,0.0625,0,7,14418
4,0.0625,0,8,14000
4,0.0625,0,9,13056
4,0.0625,0,10,14172
4,0.0625,0,11,14794
4,0.0625,0,12,14903
4,0.0625,0,13,13509
4,0.0625,0,14,14112
4,0.0625,0,15,14168
4,0.0625,0,16,14493
4,0.0625,0,17,13651
4,0.0625,0,18,14128
4,0.0625,0,19,14451
4,0.0625,0,20,15527
4,0.0625,0,21,13466
4,0.0625,0,22,14002
4,0.0625,0,23,14243
4,0.0625,0,24,14552
4,0.0625,0,25,14060
4,0.0625,0,26,13946
4,0.0625,0,27,14055
4,0.0625,0,28,11797
4,0.0625,0,29,13651
4,0.0625,0,30,13883
4,0.0625,0,31,14423
4,0.0625,0,32,13403
4,0.0625,0,33,14421
4,0.0625,0,34,13973
4,0.0625,0,35,15089
4,0.0625,0,36,14006
4,0.0625,0,37,13622
4,0.0625,0,38,14267
4,0.0625,0,39,10142
4,0.0625,0,40,9272
4,0.0625,0,41,8987
4,0.0625,0,42,8875
4,0.0625,0,43,8431
4,0.0625,0,44,9755
4,0.0625,0,45,9443
4,0.0625,0,46,10270
4,0.0625,0,47,9681
4,0.0625,0,48,8722
4,0.0625,0,49,9848
4,0.0625,0,50,9701
4,0.0625,0,51,9253
4,0.0625,1,0,11514
4,0.0625,1,1,12646
4,0.0625,1,2,12910
4,0.0625,1,3,13272
4,0.0625,1,4,13699
4,0.0625,1,5,12776
4,0.0625,1,6,12350
4,0.0625,1,7,12587
4,0.0625,1,8,12331
4,0.0625,1,9,12791
4,0.0625,1,10,12746
4,0.0625,1,11,12116
4,0.0625,1,12,12314
4,0.0625,1,13,11676
4,0.0625,1,14,12563
4,0.0625,1,15,11746
4,0.0625,1,16,10937
4,0.0625,1,17,10544
4,0.0625,1,18,11521
4,0.0625,1,19,11732
4,0.0625,1,20,11149
4,0.0625,1,21,11817
4,0.0625,1,22,12218
4,0.0625,1,23,12087
4,0.0625,1,24,12773
4,0.0625,1,25,11608
4,0.0625,1,26,11697
4,0.0625,1,27,11518
4,0.0625,1,28,10288
4,0.0625,1,29,10447
4,0.0625,1,30,11341
4,0.0625,1,31,11384
4,0.0625,1,32,11760
4,0.0625,1,33,11218
4,0.0625,1,34,11486
4,0.0625,1,35,11305
4,0.0625,1,36,11650
4,0.0625,1,37,10706
4,0.0625,1,38,11342
4,0.0625,1,39,9868
4,0.0625,1,40,9321
4,0.0625,1,41,9728
4,0.0625,1,42,9963
4,0.0625,1,43,9994
4,0.0625,1,44,9835
4,0.0625,1,45,9941
4,0.0625,1,46,9798
4,0.0625,1,47,10027
4,0.0625,1,48,10496
4,0.0625,1,49,10197
4,0.0625,1,50,10972
4,0.0625,1,51,8940
4,0.0625,2,0,33051
4,0.0625,2,1,34231
4,0.0625,2,2,35428
4,0.0625,2,3,35197
4,0.0625,2,4,34361
4,0.0625,2,5,33262
4,0.0625,2,6,33623
4,0.0625,2,7,34440
4,0.0625,2,8,34106
4,0.0625,2,9,33475
4,0.0625,2,10,39830
4,0.0625,2,11,34641
4,0.0625,2,12,35190
4,0.0625,2,13,30583
4,0.0625,2,14,33042
4,0.0625,2,15,32439
4,0.0625,2,16,33138
4,0.0625,2,17,35134
4,0.0625,2,18,34620
4,0.0625,2,19,33470
4,0.0625,2,20,36335
4,0.0625,2,21,36186
4,0.0625,2,22,34256
4,0.0625,2,23,30940
4,0.0625,2,24,35403
4,0.0625,2,25,33468
4,0.0625,2,26,32927
4,0.0625,2,27,33295
4,0.0625,2,28,32983
4,0.0625,2,29,32744
4,0.0625,2,30,31794
4,0.0625,2,31,31623
4,0.0625,2,32,32409
4,0.0625,2,33,29779
4,0.0625,2,34,32682
4,0.0625,2,35,34079
4,0.0625,2,36,34340
4,0.0625,2,37,35295
4,0.0625,2,38,32745
4,0.0625,2,39,27971
4,0.0625,2,40,31831
4,0.0625,2,41,30510
4,0.0625,2,42,31431
4,0.0625,2,43,28226
4,0.0625,2,44,29124
4,0.0625,2,45,29275
4,0.0625,2,46,29028
4,0.0625,2,47,26178
4,0.0625,2,48,28708
4,0.0625,2,49,28737
4,0.0625,2,50,30187
4,0.0625,2,51,31053
5,0.0625,0,0,13765
5,0.0625,0,1,14035
5,0.0625,0,2,13410
5,0.0625,0,3,14131
5,0.0625,0,4,13298
5,0.0625,0,5,13986
5,0.0625,0,6,13313
5,0.0625,0,7,14418
5,0.0625,0,8,14000
5,0.0625,0,9,13056
5,0.0625,0,10,14172
5,0.0625,0,11,14794
5,0.0625,0,12,14903
5,0.0625,0,13,13509
5,0.0625,0,14,14112
5,0.0625,0,15,14168
5,0.0625,0,16,14493
5,0.0625,0,17,13651
5,0.0625,0,18,14128
5,0.0625,0,19,14451
5,0.0625,0,20,15527
5,0.0625,0,21,13466
5,0.0625,0,22,14002
5,0.0625,0,23,14243
5,0.0625,0,24,14552
5,0.0625,0,25,14060
5,0.0625,0,26,13946
5,0.0625,0,27,14055
5,0.0625,0,28,11797
5,0.0625,0,29,13651
5,0.0625,0,30,13883
5,0.0625,0,31,14423
5,0.0625,0,32,13403
5,0.0625,0,33,14421
5,0.0625,0,34,13973
5,0.0625,0,35,15089
5,0.0625,0,36,14006
5,0.0625,0,37,13622
5,0.0625,0,38,14267
5,0.0625,0,39,9029
5,0.0625,0,40,9882
5,0.0625,0,41,9378
5,0.0625,0,42,9842
5,0.0625,0,43,9927
5,0.0625,0,44,9549
5,0.0625,0,45,9184
5,0.0625,0,46,9448
5,0.0625,0,47,9039
5,0.0625,0,48,9370
5,0.0625,0,49,9833
5,0.0625,0,50,9209
5,0.0625,0,51,9872
5,0.0625,1,0,11514
5,0.0625,1,1,12646
5,0.0625,1,2,12910
5,0.0625,1,3,13272
5,0.0625,1,4,13699
5,0.0625,1,5,12776
5,0.0625,1,6,12350
5,0.0625,1,7,12587
5,0.0625,1,8,12331
5,0.0625,1,9,12791
5,0.0625,1,10,12746
5,0.0625,1,11,12116
5,0.0625,1,12,12314
5,0.0625,1,13,11676
5,0.0625,1,14,12563
5,0.0625,1,15,11746
5,0.0625,1,16,10937
5,0.0625,1,17,10544
5,0.0625,1,18,11521
5,0.0625,1,19,11732
5,0.0625,1,20,11149
5,0.0625,1,21,11817
5,0.0625,1,22,12218
5,0.0625,1,23,12087
5,0.0625,1,24,12773
5,0.0625,1,25,11608
5,0.0625,1,26,11697
5,0.0625,1,27,11518
5,0.0625,1,28,10288
5,0.0625,1,29,10447
5,0.0625,1,30,11341
5,0.0625,1,31,11384
5,0.0625,1,32,11760
5,0.0625,1,33,11218
5,0.0625,1,34,11486
5,0.0625,1,35,11305
5,0.0625,1,36,11650
5,0.0625,1,37,10706
5,0.0625,1,38,11342
5,0.0625,1,39,9771
5,0.0625,1,40,10096
5,0.0625,1,41,10079
5,0.0625,1,42,10015
5,0.0625,1,43,10201
5,0.0625,1,44,10235
5,0.0625,1,45,9981
5,0.0625,1,46,10002
5,0.0625,1,47,9791
5,0.0625,1,48,10040
5,0.0625,1,49,9364
5,0.0625,1,50,9990
5,0.0625,1,51,9986
5,0.0625,2,0,33051
5,0.0625,2,1,34231
5,0.0625,2,2,35428
5,0.0625,2,3,35197
5,0.0625,2,4,34361
5,0.0625,2,5,33262
5,0.0625,2,6,33623
5,0.0625,2,7,34440
5,0.0625,2,8,34106
5,0.0625,2,9,33475
5,0.0625,2,10,39830
5,0.0625,2,11,34641
5,0.0625,2,12,35190
5,0.0625,2,13,30583
5,0.0625,2,14,33042
5,0.0625,2,15,32439
5,0.0625,2,16,33138
5,0.0625,2,17,35134
5,0.0625,2,18,34620
5,0.0625,2,19,33470
5,0.0625,2,20,36335
5,0.0625,2,21,36186
5,0.0625,2,22,34256
5,0.0625,2,23,30940
5,0.0625,2,24,35403
5,0.0625,2,25,33468
5,0.0625,2,26,32927
5,0.0625,2,27,33295
5,0.0625,2,28,32983
5,0.0625,2,29,32744
5,0.0625,2,30,31794
5,0.0625,2,31,31623
5,0.0625,2,32,32409
5,0.0625,2,33,29779
5,0.0625,2,34,32682
5,0.0625,2,35,34079
5,0.0625,2,36,34340
5,0.0625,2,37,35295
5,0.0625,2,38,32745
5,0.0625,2,39,29832
5,0.0625,2,40,27318
5,0.0625,2,41,28152
5,0.0625,2,42,28714
5,0.0625,2,43,30216
5,0.0625,2,44,29034
5,0.0625,2,45,29434
5,0.0625,2,46,29321
5,0.0625,2,47,30570
5,0.0625,2,48,26513
5,0.0625,2,49,27957
5,0.0625,2,50,28869
5,0.0625,2,51,29989
6,0.0625,0,0,13765
6,0.0625,0,1,14035
6,0.0625,0,2,13410
6,0.0625,0,3,14131
6,0.0625,0,4,13298
6,0.0625,0,5,13986
6,0.0625,0,6,13313
6,0.0625,0,7,14418
6,0.0625,0,8,14000
6,0.0625,0,9,13056
6,0.0625,0,10,14172
6,0.0625,0,11,14794
6,0.0625,0,12,14903
6,0.0625,0,13,13509
6,0.0625,0,14,14112
6,0.0625,0,15,14168
6,0.0625,0,16,14493
6,0.0625,0,17,13651
6,0.0625,0,18,14128
6,0.0625,0,19,14451
6,0.0625,0,20,15527
6,0.0625,0,21,13466
6,0.0625,0,22,14002
6,0.0625,0,23,14243
6,0.0625,0,24,14552
6,0.0625,0,25,14060
6,0.0625,0,26,13966
6,0.0625,0,27,13469
6,0.0625,0,28,13635
6,0.0625,0,29,13443
6,0.0625,0,30,12869
6,0.0625,0,31,13788
6,0.0625,0,32,14458
6,0.0625,0,33,13890
6,0.0625,0,34,14515
6,0.0625,0,35,14082
6,0.0625,0,36,12715
6,0.0625,0,37,13180
6,0.0625,0,38,12923
6,0.0625,0,39,13183
6,0.0625,0,40,12425
6,0.0625,0,41,11674
6,0.0625,0,42,12134
6,0.0625,0,43,13314
6,0.0625,0,44,12418
6,0.0625,0,45,11993
6,0.0625,0,46,10895
6,0.0625,0,47,11280
6,0.0625,0,48,12701
6,0.0625,0,49,12209
6,0.0625,0,50,12425
6,0.0625,0,51,13252
6,0.0625,1,0,11514
6,0.0625,1,1,12646
6,0.0625,1,2,12910
6,0.0625,1,3,13272
6,0.0625,1,4,13699
6,0.0625,1,5,12776
6,0.0625,1,6,12350
6,0.0625,1,7,12587
6,0.0625,1,8,12331
